epoch,train_loss,train_acc,train_mean_class_acc,val_loss,val_acc,val_mean_class_acc,lr
86,0.485547,0.846341,0.786701,0.425032,0.867909,0.811924,0.00004759
87,0.490482,0.845935,0.781775,0.411751,0.873987,0.824506,0.00004112
88,0.479166,0.849390,0.789290,0.425991,0.867504,0.815843,0.00003511
89,0.478045,0.847358,0.784449,0.428722,0.869125,0.821552,0.00002956
90,0.468354,0.850407,0.790596,0.430270,0.862237,0.812843,0.00002447
91,0.473892,0.850610,0.789190,0.423276,0.865073,0.814843,0.00001985
92,0.470939,0.848272,0.786298,0.420846,0.870340,0.815424,0.00001571
93,0.472624,0.852337,0.793209,0.420329,0.867909,0.813924,0.00001204
94,0.493533,0.842785,0.779535,0.423745,0.869935,0.822465,0.00000886
95,0.478358,0.849390,0.785807,0.408207,0.875608,0.827262,0.00000616
96,0.476933,0.850305,0.787696,0.417569,0.873987,0.816837,0.00000394
97,0.464581,0.849187,0.785995,0.423577,0.867909,0.817052,0.00000222
98,0.471912,0.849187,0.785950,0.421828,0.870746,0.819547,0.00000099
99,0.472442,0.849492,0.786556,0.416977,0.867099,0.812424,0.00000025
100,0.482803,0.845528,0.780989,0.424744,0.868314,0.817884,0.00000000
