epoch,train_loss,train_acc,train_mean_class_acc,val_loss,val_acc,val_mean_class_acc,lr
64,1.127220,0.623248,0.552547,1.461817,0.527065,0.474667,0.00038396
65,1.113293,0.631833,0.561703,1.431120,0.551353,0.474384,0.00038062
66,1.119622,0.624299,0.548495,1.432324,0.557252,0.481310,0.00037726
67,1.102112,0.637176,0.565295,1.496361,0.533310,0.465133,0.00037386
68,1.105661,0.629467,0.557075,1.557779,0.538515,0.460499,0.00037044
69,1.082605,0.641643,0.570664,1.423093,0.551700,0.481428,0.00036698
70,1.087795,0.638840,0.567254,1.477525,0.537821,0.466122,0.00036350
71,1.074728,0.644271,0.569808,1.473441,0.536433,0.484211,0.00035998
72,1.058399,0.647249,0.576166,1.411249,0.562110,0.492394,0.00035644
73,1.074221,0.641643,0.573254,1.470829,0.553435,0.473113,0.00035288
74,1.055439,0.650140,0.580763,1.495877,0.538862,0.470195,0.00034929
75,1.046229,0.650140,0.579314,1.437678,0.547536,0.474831,0.00034567
76,1.037432,0.650841,0.584987,1.422753,0.558987,0.486365,0.00034203
77,1.036410,0.651717,0.586155,1.412285,0.564885,0.499515,0.00033837
78,1.046645,0.654608,0.590168,1.399478,0.565926,0.494899,0.00033468
79,1.005222,0.662666,0.598337,1.437050,0.551700,0.479314,0.00033098
80,1.014956,0.659075,0.593449,1.423048,0.563151,0.495340,0.00032725
81,1.004625,0.666959,0.603773,1.504638,0.551700,0.469914,0.00032351
82,0.991018,0.670638,0.610773,1.477609,0.552047,0.487974,0.00031975
83,0.994261,0.669499,0.610184,1.415812,0.556905,0.500715,0.00031597
84,0.977545,0.674404,0.613188,1.435012,0.558987,0.495258,0.00031217
85,0.988321,0.671076,0.610523,1.441615,0.562110,0.494038,0.00030836
86,0.966236,0.677120,0.614444,1.443204,0.557252,0.483063,0.00030454
87,0.963277,0.683252,0.624710,1.493059,0.562457,0.492592,0.00030070
88,0.960047,0.678959,0.619043,1.454995,0.560722,0.494412,0.00029685
89,0.942994,0.686230,0.629158,1.477100,0.553088,0.490730,0.00029298
90,0.946535,0.683252,0.624927,1.414522,0.562457,0.490660,0.00028911
91,0.928323,0.688157,0.632818,1.438673,0.568355,0.497203,0.00028523
92,0.925616,0.689559,0.634957,1.440181,0.555170,0.487092,0.00028133
93,0.922308,0.692449,0.637291,1.515025,0.552741,0.480392,0.00027743
94,0.911503,0.694814,0.638476,1.458437,0.565232,0.509310,0.00027353
95,0.917517,0.691486,0.631682,1.497911,0.553435,0.496127,0.00026961
96,0.889086,0.697267,0.639209,1.444831,0.558987,0.490843,0.00026570
97,0.901410,0.698318,0.647132,1.632221,0.542332,0.467130,0.00026178
98,0.881669,0.704800,0.650101,1.501327,0.562110,0.489599,0.00025785
99,0.876311,0.705326,0.655344,1.452525,0.572172,0.505636,0.00025393
100,0.887276,0.701910,0.649215,1.444325,0.570090,0.501514,0.00025000
101,0.868144,0.709093,0.656814,1.439510,0.568702,0.503502,0.00024607
102,0.850269,0.716013,0.665345,1.441243,0.580847,0.499448,0.00024215
103,0.853612,0.718465,0.667270,1.446345,0.569743,0.508048,0.00023822
104,0.847698,0.711107,0.659144,1.493195,0.558293,0.500611,0.00023430
105,0.854318,0.712684,0.664601,1.469953,0.560028,0.508817,0.00023039
106,0.850330,0.713998,0.661248,1.533001,0.560722,0.494293,0.00022647
107,0.817946,0.726524,0.677735,1.461133,0.568008,0.505328,0.00022257
108,0.840059,0.716801,0.668694,1.506772,0.569396,0.502966,0.00021867
109,0.831758,0.720655,0.674016,1.502839,0.569743,0.504085,0.00021477
110,0.810258,0.727751,0.682300,1.498318,0.574948,0.500466,0.00021089
111,0.802342,0.727575,0.676037,1.551851,0.570784,0.498681,0.00020702
112,0.792554,0.732568,0.683522,1.562191,0.570090,0.500461,0.00020315
113,0.786471,0.734320,0.687465,1.501995,0.575295,0.499105,0.00019930
114,0.791039,0.735897,0.688425,1.495181,0.574948,0.507974,0.00019546
115,0.785231,0.736773,0.693192,1.502673,0.572519,0.502516,0.00019164
116,0.767208,0.736948,0.692287,1.535461,0.575295,0.513035,0.00018783
117,0.763066,0.744919,0.700387,1.465726,0.581541,0.509223,0.00018403
118,0.762969,0.745708,0.701519,1.489046,0.571825,0.514631,0.00018025
119,0.753653,0.747635,0.701985,1.515248,0.574948,0.511186,0.00017649
120,0.757825,0.743518,0.702771,1.480053,0.582929,0.512783,0.00017275
121,0.760894,0.752102,0.706450,1.545685,0.578071,0.501526,0.00016902
122,0.742004,0.747985,0.704447,1.503853,0.582235,0.515818,0.00016532
123,0.727355,0.755869,0.715747,1.505547,0.583969,0.520329,0.00016163
124,0.724791,0.757884,0.715806,1.524413,0.582582,0.513824,0.00015797
125,0.731169,0.754555,0.712829,1.531074,0.585010,0.527023,0.00015433
126,0.710535,0.760862,0.718909,1.546176,0.578418,0.499153,0.00015071
127,0.703894,0.763052,0.723154,1.504736,0.582582,0.523631,0.00014712
128,0.710423,0.763840,0.724829,1.568132,0.576336,0.505669,0.00014356
129,0.699045,0.761913,0.724008,1.570552,0.583276,0.515963,0.00014002
130,0.683936,0.770060,0.728965,1.559824,0.573213,0.504022,0.00013650
131,0.694521,0.764366,0.726464,1.534705,0.582235,0.518422,0.00013302
132,0.673746,0.771636,0.736507,1.572779,0.575295,0.510123,0.00012956
133,0.683096,0.768833,0.730995,1.537350,0.581541,0.523109,0.00012614
134,0.675401,0.772249,0.736120,1.578561,0.586745,0.520608,0.00012274
135,0.660667,0.781184,0.745485,1.591767,0.582929,0.521936,0.00011938
136,0.653600,0.783287,0.746082,1.571221,0.583622,0.519102,0.00011604
137,0.646175,0.782148,0.747570,1.562493,0.585357,0.524693,0.00011274
138,0.638003,0.786615,0.751973,1.560021,0.581541,0.507061,0.00010948
139,0.650789,0.783900,0.749736,1.588826,0.583969,0.507795,0.00010625
140,0.642653,0.784688,0.748636,1.610090,0.577030,0.509496,0.00010305
141,0.625553,0.793185,0.759825,1.586775,0.585357,0.522410,0.00009989
142,0.645247,0.785477,0.751307,1.570828,0.578765,0.514320,0.00009677
143,0.625262,0.792747,0.758256,1.597255,0.582235,0.515833,0.00009369
144,0.636514,0.788542,0.755018,1.597192,0.586745,0.520803,0.00009064
145,0.630832,0.788980,0.755969,1.599876,0.579806,0.511914,0.00008764
146,0.616744,0.793097,0.760818,1.568839,0.585357,0.522042,0.00008467
147,0.604585,0.803434,0.774663,1.594580,0.579112,0.508146,0.00008175
148,0.592933,0.802821,0.769207,1.646579,0.584316,0.513212,0.00007886
149,0.609314,0.800893,0.769255,1.584229,0.580847,0.518379,0.00007602
150,0.594060,0.803609,0.770784,1.604455,0.584663,0.519089,0.00007322
151,0.591786,0.799930,0.772381,1.605298,0.588133,0.522580,0.00007047
152,0.596597,0.800368,0.770561,1.599146,0.589521,0.522046,0.00006776
153,0.595675,0.804660,0.769512,1.641632,0.586051,0.519792,0.00006509
154,0.585498,0.803872,0.776474,1.588103,0.590909,0.527029,0.00006247
155,0.569588,0.808164,0.778748,1.626071,0.581888,0.514650,0.00005990
156,0.572770,0.809828,0.780595,1.652905,0.578765,0.513304,0.00005737
157,0.575727,0.805711,0.775157,1.621100,0.588480,0.527481,0.00005489
158,0.560930,0.814121,0.784143,1.644077,0.585010,0.517490,0.00005246
159,0.570308,0.809040,0.780862,1.638834,0.585704,0.516289,0.00005008
160,0.575069,0.807113,0.774749,1.610695,0.590215,0.522932,0.00004775
161,0.567425,0.811755,0.784558,1.594432,0.588133,0.520594,0.00004546
162,0.553982,0.816135,0.783170,1.627020,0.583969,0.517226,0.00004323
163,0.552848,0.811843,0.786312,1.624158,0.585010,0.516468,0.00004105
164,0.561787,0.813157,0.784579,1.594260,0.586398,0.518063,0.00003892
165,0.562363,0.812807,0.785565,1.592889,0.590562,0.521494,0.00003684
166,0.538960,0.822705,0.794737,1.604015,0.587786,0.517922,0.00003481
167,0.541079,0.819464,0.791309,1.616675,0.585010,0.516917,0.00003284
168,0.535435,0.821917,0.792097,1.664379,0.588480,0.518365,0.00003092
169,0.536288,0.825946,0.798881,1.629753,0.587439,0.520424,0.00002906
170,0.539256,0.824982,0.799129,1.627412,0.584663,0.519518,0.00002725
171,0.522738,0.826209,0.798464,1.629812,0.585010,0.513522,0.00002549
172,0.527756,0.822968,0.798388,1.624113,0.581541,0.512701,0.00002379
173,0.528841,0.822793,0.796300,1.631303,0.580847,0.515240,0.00002215
174,0.527643,0.822442,0.799276,1.647364,0.582582,0.509448,0.00002056
175,0.536559,0.820690,0.791474,1.644173,0.581194,0.509936,0.00001903
176,0.524198,0.824632,0.796017,1.629353,0.583969,0.511935,0.00001756
177,0.524952,0.824282,0.796030,1.626362,0.589174,0.517019,0.00001614
178,0.508984,0.828837,0.801907,1.626594,0.584316,0.516409,0.00001478
179,0.511939,0.823669,0.794437,1.634475,0.591256,0.518258,0.00001348
180,0.530360,0.820077,0.794707,1.665370,0.581888,0.515072,0.00001224
181,0.521662,0.825508,0.801806,1.636688,0.584316,0.515141,0.00001105
182,0.512139,0.831990,0.808707,1.655377,0.587092,0.516381,0.00000993
183,0.533604,0.825158,0.797020,1.633701,0.583969,0.514960,0.00000886
184,0.514581,0.829713,0.801137,1.639044,0.587092,0.518570,0.00000785
185,0.519363,0.829187,0.803970,1.610578,0.587439,0.517626,0.00000691
186,0.508832,0.831027,0.802649,1.644690,0.584316,0.517078,0.00000602
187,0.511446,0.831903,0.807002,1.635484,0.587092,0.513339,0.00000519
188,0.505806,0.829362,0.806352,1.645841,0.586051,0.515825,0.00000443
189,0.510338,0.828048,0.803744,1.633274,0.582235,0.512862,0.00000372
190,0.519622,0.823143,0.796028,1.638954,0.581888,0.510682,0.00000308
191,0.503222,0.831990,0.807939,1.632489,0.590909,0.524069,0.00000249
192,0.525289,0.828136,0.802972,1.666820,0.582582,0.511474,0.00000197
193,0.502286,0.832779,0.806313,1.654729,0.586745,0.519464,0.00000151
194,0.496244,0.832866,0.806087,1.640915,0.587786,0.517296,0.00000111
195,0.516557,0.826384,0.797781,1.667194,0.589521,0.517447,0.00000077
196,0.512105,0.833742,0.809871,1.637488,0.586745,0.518147,0.00000049
197,0.514931,0.828749,0.802616,1.646141,0.586745,0.517429,0.00000028
198,0.504853,0.829713,0.804556,1.630181,0.585357,0.516957,0.00000012
199,0.508587,0.829888,0.806098,1.640399,0.588133,0.519422,0.00000003
200,0.514442,0.830151,0.803098,1.643768,0.588133,0.516330,0.00000000
